SG_PARTIDO,NM_PARTIDO,DS_CARGO,SG_UF,txGenFeminino,totalGenFeminino,txCorRacaPreta,totalCorRacaPreta,txCorRacaPretaParda,totalCorRacaPretaParda,txCorRacaNaoBranca,totalCorRacaNaoBranca,totalBens,avgBens,avgBensNotZero,txEstadoCivilCasado,txEstadoCivilSolteiro,txEstadoCivilSeparadoDivorciado,avgIdade,totalCandidaturas
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,AP,0.0,0,0.0,0,0.333333333333333,1,0.666666666666667,2,185055.92,61685.3066666667,92527.96,0.666666666666667,0.333333333333333,0.0,44.0,3
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,BA,0.15625,15,0.104166666666667,10,0.78125,75,0.78125,75,35106175.4,365689.327083333,450079.171794872,0.604166666666667,0.3125,0.0,49.78125,96
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,CE,0.333333333333333,16,0.0,0,0.395833333333333,19,0.395833333333333,19,12843689.95,267576.873958333,329325.383333333,0.6875,0.25,0.0,47.5625,48
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,ES,0.0666666666666667,1,0.0,0,0.2,3,0.2,3,9824522.9,654968.193333333,893138.445454545,0.8,0.2,0.0,51.2666666666667,15
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,GO,0.114583333333333,11,0.0833333333333333,8,0.5,48,0.53125,51,86960058.72,905833.945,945218.029565217,0.770833333333333,0.125,0.0,51.2291666666667,96
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,MA,0.298245614035088,17,0.087719298245614,5,0.649122807017544,37,0.649122807017544,37,60538979.54,1062087.36035088,1441404.2747619,0.754385964912281,0.175438596491228,0.0,48.1929824561403,57
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,MG,0.144329896907216,28,0.0257731958762887,5,0.417525773195876,81,0.422680412371134,82,173383519.17,893729.480257732,1019903.05394118,0.731958762886598,0.170103092783505,0.0206185567010309,53.9381443298969,194
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,MS,0.294117647058824,5,0.0588235294117647,1,0.470588235294118,8,0.529411764705882,9,8505578.5,500328.147058824,567038.566666667,0.764705882352941,0.176470588235294,0.0,52.7647058823529,17
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,MT,0.170731707317073,7,0.024390243902439,1,0.48780487804878,20,0.48780487804878,20,75496995.22,1841390.12731707,1935820.39025641,0.560975609756098,0.24390243902439,0.0,49.390243902439,41
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,PA,0.288461538461538,15,0.0576923076923077,3,0.673076923076923,35,0.692307692307692,36,70857515.03,1362644.51980769,1647849.18674419,0.673076923076923,0.25,0.0,49.9038461538462,52
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,PB,0.2875,23,0.05,4,0.6125,49,0.6125,49,26354986.48,329437.331,393358.007164179,0.6,0.3125,0.0,47.675,80
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,PE,0.166666666666667,5,0.0333333333333333,1,0.433333333333333,13,0.433333333333333,13,10253436.33,341781.211,512671.8165,0.8,0.1,0.0,52.7666666666667,30
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,PI,0.236559139784946,22,0.0537634408602151,5,0.602150537634409,56,0.634408602150538,59,27779016.78,298699.10516129,351633.123797468,0.634408602150538,0.268817204301075,0.010752688172043,48.2903225806452,93
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,PR,0.2421875,31,0.0390625,5,0.1875,24,0.2109375,27,24448260999499.1,191002039058.587,210760870685.337,0.7734375,0.1015625,0.0078125,52.96875,128
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,RJ,0.233333333333333,7,0.1,3,0.433333333333333,13,0.433333333333333,13,15599366.33,519978.877666667,709062.105909091,0.7,0.133333333333333,0.0,50.9666666666667,30
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,RN,0.294117647058824,15,0.0196078431372549,1,0.450980392156863,23,0.529411764705882,27,9414183.8,184591.839215686,241389.328205128,0.588235294117647,0.352941176470588,0.0,46.9607843137255,51
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,RO,0.125,2,0.0625,1,0.25,4,0.25,4,18999124.42,1187445.27625,1266608.29466667,0.5625,0.375,0.0,51.1875,16
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,RR,0.0,0,0.0,0,0.333333333333333,1,0.333333333333333,1,211802.26,70600.7533333333,105901.13,0.0,1.0,0.0,49.0,3
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,RS,0.194570135746606,43,0.00452488687782805,1,0.0226244343891403,5,0.0271493212669683,6,187355097.55,847760.62239819,883750.46014151,0.67420814479638,0.221719457013575,0.00452488687782805,51.868778280543,221
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,SC,0.174825174825175,25,0.0,0,0.020979020979021,3,0.020979020979021,3,154811466.31,1082597.6665035,1155309.45007463,0.776223776223776,0.111888111888112,0.013986013986014,52.3846153846154,143
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,SE,0.285714285714286,2,0.142857142857143,1,0.571428571428571,4,0.571428571428571,4,3170256.33,452893.761428571,634051.266,0.571428571428571,0.285714285714286,0.0,49.7142857142857,7
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,SP,0.183168316831683,37,0.0495049504950495,10,0.163366336633663,33,0.178217821782178,36,186894111.9,925218.375742574,1055898.93163842,0.717821782178218,0.163366336633663,0.0148514851485149,53.0148514851485,202
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,VICE-PREFEITO,TO,0.206896551724138,6,0.172413793103448,5,0.793103448275862,23,0.793103448275862,23,18085271.77,623630.061034483,669824.88037037,0.793103448275862,0.206896551724138,0.0,52.9655172413793,29
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,AM,0.0,0,0.0,0,0.833333333333333,5,0.833333333333333,5,3442772.54,573795.423333333,860693.135,0.666666666666667,0.166666666666667,0.0,45.5,6
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,BA,0.0,0,0.0,0,0.714285714285714,5,0.714285714285714,5,2859991.4,408570.2,476665.233333333,0.714285714285714,0.142857142857143,0.0,56.4285714285714,7
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,CE,0.0,0,0.0,0,0.428571428571429,3,0.428571428571429,3,2610376.48,372910.925714286,652594.12,0.714285714285714,0.285714285714286,0.0,60.0,7
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,ES,0.0,0,0.0,0,1.0,1,1.0,1,240000,240000.0,240000.0,1.0,0.0,0.0,41.0,1
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,GO,0.0,0,0.0,0,0.333333333333333,1,0.333333333333333,1,20976332.62,6992110.87333333,6992110.87333333,1.0,0.0,0.0,57.0,3
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,MA,0.181818181818182,2,0.0909090909090909,1,0.636363636363636,7,0.636363636363636,7,3195517.1,290501.554545455,456502.442857143,0.636363636363636,0.181818181818182,0.0,46.8181818181818,11
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,MG,0.0857142857142857,6,0.0571428571428571,4,0.328571428571429,23,0.342857142857143,24,82480808.94,1178297.27057143,1268935.52215385,0.557142857142857,0.257142857142857,0.0,54.0428571428571,70
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,PE,0.166666666666667,1,0.166666666666667,1,0.5,3,0.5,3,169000,28166.6666666667,84500.0,0.5,0.333333333333333,0.0,53.0,6
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,PI,0.0,0,0.0,0,1.0,1,1.0,1,445000,445000.0,445000.0,1.0,0.0,0.0,60.0,1
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,PR,0.0,0,0.0,0,0.333333333333333,2,0.333333333333333,2,3713504.48,618917.413333333,742700.896,0.833333333333333,0.0,0.0,59.3333333333333,6
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,RJ,0.333333333333333,1,0.0,0,0.333333333333333,1,0.333333333333333,1,962000,320666.666666667,481000.0,1.0,0.0,0.0,45.3333333333333,3
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,SE,0.25,1,0.25,1,1.0,4,1.0,4,1950000,487500.0,487500.0,0.25,0.5,0.0,54.0,4
MOBILIZA,MOBILIZAÇÃO NACIONAL,PREFEITO,SP,0.0909090909090909,2,0.0454545454545455,1,0.318181818181818,7,0.363636363636364,8,7791511.97,354159.635,458324.233529412,0.545454545454545,0.272727272727273,0.0,54.0,22
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,AM,0.346733668341709,69,0.0402010050251256,8,0.839195979899497,167,0.904522613065327,180,8473507.43,42580.4393467337,151312.632678571,0.256281407035176,0.698492462311558,0.0,23.3366834170854,199
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,BA,0.321428571428571,99,0.24025974025974,74,0.883116883116883,272,0.905844155844156,279,16721928.84,54291.9767532468,153412.191192661,0.399350649350649,0.49025974025974,0.00324675324675325,47.2305194805195,308
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,CE,0.343558282208589,56,0.0858895705521472,14,0.723926380368098,118,0.742331288343558,121,11313786.48,69409.733006135,176777.91375,0.460122699386503,0.441717791411043,0.0,46.1717791411043,163
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,ES,0.384615384615385,30,0.141025641025641,11,0.653846153846154,51,0.67948717948718,53,4036123.86,51745.1776923077,106213.785789474,0.435897435897436,0.358974358974359,0.0128205128205128,48.2692307692308,78
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,GO,0.360323886639676,89,0.149797570850202,37,0.785425101214575,194,0.793522267206478,196,25473333.23,103130.903765182,173287.974353742,0.489878542510121,0.384615384615385,0.0,46.3441295546559,247
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,MA,0.341954022988506,119,0.140804597701149,49,0.790229885057471,275,0.801724137931034,279,22057406.52,63383.3520689655,152120.044965517,0.454022988505747,0.479885057471264,0.00574712643678161,46.0057471264368,348
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,MG,0.34453125,882,0.156640625,401,0.59609375,1526,0.603515625,1545,426814941.51,166724.586527344,247572.471293503,0.497265625,0.373828125,0.0078125,46.8125,2560
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,PB,0.3125,35,0.1875,21,0.732142857142857,82,0.732142857142857,82,10680121.52,95358.2278571428,205386.952307692,0.508928571428571,0.357142857142857,0.0,45.9285714285714,112
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,PE,0.336666666666667,101,0.166666666666667,50,0.72,216,0.78,234,10209833.14,34032.7771333333,145854.759142857,0.386666666666667,0.54,0.0,47.78,300
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,PR,0.321167883211679,44,0.0510948905109489,7,0.452554744525547,62,0.467153284671533,64,19826341.86,144717.82379562,213186.471612903,0.489051094890511,0.445255474452555,0.0072992700729927,46.7883211678832,137
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,RJ,0.334085778781038,148,0.18510158013544,82,0.616252821670429,273,0.618510158013544,274,49881118.54,112598.461715576,296911.419880952,0.507900677200903,0.336343115124153,0.00451467268623025,48.4130925507901,443
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,SC,0.357142857142857,5,0.285714285714286,4,0.5,7,0.5,7,2971157.8,212225.557142857,495192.966666667,0.357142857142857,0.642857142857143,0.0,46.5,14
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,SE,0.358974358974359,42,0.153846153846154,18,0.811965811965812,95,0.905982905982906,106,6437482.71,55021.2197435897,173986.019189189,0.341880341880342,0.495726495726496,0.00854700854700855,45.7692307692308,117
MOBILIZA,MOBILIZAÇÃO NACIONAL,VEREADOR,SP,0.338802296964725,413,0.103363412633306,126,0.363412633305988,443,0.369975389663659,451,145311056.41,119205.132411813,227403.844147105,0.519278096800656,0.318293683347006,0.014766201804758,48.9893355209188,1219
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,AM,0.5,4,0.25,2,0.875,7,1.0,8,447118,55889.75,149039.333333333,0.25,0.75,0.0,46.625,8
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,BA,0.0,0,0.285714285714286,2,0.714285714285714,5,0.857142857142857,6,397000,56714.2857142857,132333.333333333,0.714285714285714,0.142857142857143,0.0,46.2857142857143,7
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,CE,0.333333333333333,3,0.111111111111111,1,0.666666666666667,6,0.666666666666667,6,1313078.69,145897.632222222,218846.448333333,0.222222222222222,0.444444444444444,0.0,48.0,9
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,ES,0.0,0,0.666666666666667,2,0.666666666666667,2,0.666666666666667,2,1462645,487548.333333333,487548.333333333,1.0,0.0,0.0,51.0,3
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,GO,0.166666666666667,1,0.166666666666667,1,0.833333333333333,5,0.833333333333333,5,3706322.93,617720.488333333,741264.586,0.666666666666667,0.166666666666667,0.0,41.6666666666667,6
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,MA,0.277777777777778,5,0.111111111111111,2,0.666666666666667,12,0.722222222222222,13,5491599.04,305088.835555556,499236.276363636,0.833333333333333,0.166666666666667,0.0,50.3888888888889,18
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,MG,0.166666666666667,11,0.0909090909090909,6,0.46969696969697,31,0.484848484848485,32,30663312.45,464595.643181818,519717.160169491,0.606060606060606,0.303030303030303,0.0,51.3939393939394,66
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,PB,0.0,0,0.0,0,1.0,2,1.0,2,13874597.67,6937298.835,6937298.835,0.5,0.5,0.0,63.5,2
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,PE,0.3,3,0.1,1,0.7,7,0.7,7,3590155.58,359015.558,718031.116,0.8,0.2,0.0,51.4,10
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,PI,1.0,1,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1.0,0.0,29.0,1
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,PR,0.285714285714286,2,0.0,0,0.428571428571429,3,0.428571428571429,3,1962292.28,280327.468571429,490573.07,0.857142857142857,0.142857142857143,0.0,49.4285714285714,7
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,RJ,0.0,0,0.142857142857143,1,0.571428571428571,4,0.571428571428571,4,2994809.19,427829.884285714,748702.2975,0.714285714285714,0.142857142857143,0.0,58.0,7
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,SE,0.2,1,0.2,1,0.6,3,0.6,3,278990,55798.0,92996.6666666667,0.2,0.6,0.0,55.0,5
MOBILIZA,MOBILIZAÇÃO NACIONAL,VICE-PREFEITO,SP,0.478260869565217,11,0.130434782608696,3,0.391304347826087,9,0.391304347826087,9,5051711.47,219639.629130435,336780.764666667,0.608695652173913,0.260869565217391,0.0,49.6521739130435,23
NOVO,PARTIDO NOVO,PREFEITO,AC,0.0,0,0.0,0,0.0,0,0.0,0,254990,254990.0,254990.0,0.0,1.0,0.0,35.0,1
NOVO,PARTIDO NOVO,PREFEITO,AM,0.25,1,0.0,0,0.75,3,0.75,3,1148192.53,287048.1325,287048.1325,0.5,0.0,0.0,47.25,4
NOVO,PARTIDO NOVO,PREFEITO,AP,0.0,0,0.0,0,1.0,1,1.0,1,0,0.0,0,1.0,0.0,0.0,40.0,1
NOVO,PARTIDO NOVO,PREFEITO,BA,0.333333333333333,3,0.111111111111111,1,0.333333333333333,3,0.333333333333333,3,62600098.65,6955566.51666667,6955566.51666667,0.777777777777778,0.222222222222222,0.0,44.5555555555556,9
NOVO,PARTIDO NOVO,PREFEITO,CE,0.0,0,0.0,0,0.777777777777778,7,0.777777777777778,7,53246069.3,5916229.92222222,6655758.6625,0.777777777777778,0.111111111111111,0.111111111111111,51.4444444444444,9
NOVO,PARTIDO NOVO,PREFEITO,ES,0.0,0,0.0,0,0.0,0,0.0,0,638125.78,319062.89,319062.89,1.0,0.0,0.0,48.0,2
NOVO,PARTIDO NOVO,PREFEITO,GO,0.222222222222222,2,0.0,0,0.333333333333333,3,0.333333333333333,3,22162260.12,2462473.34666667,2462473.34666667,0.777777777777778,0.111111111111111,0.0,44.5555555555556,9
NOVO,PARTIDO NOVO,PREFEITO,MA,0.157894736842105,3,0.0526315789473684,1,0.473684210526316,9,0.473684210526316,9,15005513.99,789763.894210526,882677.293529412,0.736842105263158,0.105263157894737,0.0,50.3684210526316,19
NOVO,PARTIDO NOVO,PREFEITO,MG,0.2,9,0.0,0,0.333333333333333,15,0.333333333333333,15,39931818.51,887373.744666667,950757.583571429,0.688888888888889,0.222222222222222,0.0,46.4,45
NOVO,PARTIDO NOVO,PREFEITO,MS,0.0,0,0.0,0,0.111111111111111,1,0.111111111111111,1,14801653.02,1644628.11333333,2114521.86,0.888888888888889,0.111111111111111,0.0,55.4444444444444,9
NOVO,PARTIDO NOVO,PREFEITO,MT,0.142857142857143,1,0.0,0,0.428571428571429,3,0.428571428571429,3,24388738.42,3484105.48857143,4877747.684,0.571428571428571,0.285714285714286,0.0,46.8571428571429,7
NOVO,PARTIDO NOVO,PREFEITO,PA,0.0,0,0.0,0,0.4,2,0.4,2,1328952.1,265790.42,332238.025,0.6,0.4,0.0,42.2,5
NOVO,PARTIDO NOVO,PREFEITO,PB,0.0,0,0.0,0,0.333333333333333,1,0.333333333333333,1,7915096.45,2638365.48333333,2638365.48333333,1.0,0.0,0.0,45.3333333333333,3
NOVO,PARTIDO NOVO,PREFEITO,PE,0.0,0,0.0,0,0.0,0,0.0,0,1449488.51,724744.255,724744.255,1.0,0.0,0.0,40.0,2
NOVO,PARTIDO NOVO,PREFEITO,PI,0.0,0,0.0,0,0.0,0,0.0,0,706271.8,706271.8,706271.8,0.0,1.0,0.0,35.0,1
NOVO,PARTIDO NOVO,PREFEITO,PR,0.25,4,0.0,0,0.0625,1,0.0625,1,10968740.93,685546.308125,731249.395333333,0.6875,0.25,0.0,46.5,16
NOVO,PARTIDO NOVO,PREFEITO,RJ,0.230769230769231,6,0.0,0,0.192307692307692,5,0.192307692307692,5,58170215.04,2237315.96307692,2529139.78434783,0.615384615384615,0.230769230769231,0.0769230769230769,51.0,26
NOVO,PARTIDO NOVO,PREFEITO,RN,0.0,0,0.0,0,0.0,0,0.0,0,250000,250000.0,250000.0,1.0,0.0,0.0,43.0,1
NOVO,PARTIDO NOVO,PREFEITO,RO,0.0,0,0.0,0,0.5,1,0.5,1,762000,381000.0,381000.0,1.0,0.0,0.0,45.5,2
NOVO,PARTIDO NOVO,PREFEITO,RR,0.0,0,0.0,0,0.5,1,0.5,1,2450000,1225000.0,1225000.0,1.0,0.0,0.0,43.5,2
NOVO,PARTIDO NOVO,PREFEITO,RS,0.0,0,0.0,0,0.0,0,0.0,0,6228872.07,889838.867142857,889838.867142857,0.714285714285714,0.142857142857143,0.0,53.1428571428571,7
NOVO,PARTIDO NOVO,PREFEITO,SC,0.25,5,0.0,0,0.0,0,0.0,0,45716250.78,2285812.539,2285812.539,0.55,0.25,0.0,48.3,20
NOVO,PARTIDO NOVO,PREFEITO,SE,0.0,0,0.0,0,1.0,1,1.0,1,1073504.96,1073504.96,1073504.96,1.0,0.0,0.0,51.0,1
NOVO,PARTIDO NOVO,PREFEITO,SP,0.116279069767442,5,0.0,0,0.186046511627907,8,0.186046511627907,8,81460857.91,1894438.55604651,2088739.94641026,0.674418604651163,0.116279069767442,0.0,48.6279069767442,43
NOVO,PARTIDO NOVO,PREFEITO,TO,0.0,0,0.0,0,0.0,0,0.0,0,18968860.48,9484430.24,9484430.24,0.5,0.5,0.0,53.5,2
NOVO,PARTIDO NOVO,VEREADOR,AC,0.3,6,0.05,1,0.9,18,0.9,18,3223050.61,161152.5305,358116.734444444,0.25,0.5,0.0,39.85,20
NOVO,PARTIDO NOVO,VEREADOR,AM,0.358208955223881,48,0.0522388059701493,7,0.805970149253731,108,0.880597014925373,118,7258871.14,54170.6801492537,219965.792121212,0.373134328358209,0.567164179104478,0.00746268656716418,43.134328358209,134
NOVO,PARTIDO NOVO,VEREADOR,AP,0.333333333333333,1,0.0,0,0.666666666666667,2,0.666666666666667,2,85150.4,28383.4666666667,85150.4,0.333333333333333,0.666666666666667,0.0,44.6666666666667,3
NOVO,PARTIDO NOVO,VEREADOR,BA,0.338235294117647,69,0.151960784313725,31,0.735294117647059,150,0.745098039215686,152,39127568.87,191801.808186274,362292.304351852,0.465686274509804,0.377450980392157,0.0147058823529412,45.1764705882353,204
NOVO,PARTIDO NOVO,VEREADOR,CE,0.381578947368421,58,0.0460526315789474,7,0.717105263157895,109,0.730263157894737,111,18022974.74,118572.202236842,212034.996941176,0.388157894736842,0.460526315789474,0.0197368421052632,43.5526315789474,152
NOVO,PARTIDO NOVO,VEREADOR,ES,0.325443786982249,55,0.106508875739645,18,0.591715976331361,100,0.603550295857988,102,39320408.43,232665.138639053,336071.866923077,0.556213017751479,0.284023668639053,0.00591715976331361,46.8994082840237,169
NOVO,PARTIDO NOVO,VEREADOR,GO,0.357348703170029,124,0.0778097982708934,27,0.492795389048991,171,0.501440922190202,174,65695680.07,189324.726426513,483056.471102941,0.636887608069164,0.288184438040346,0.00288184438040346,44.1037463976945,347
NOVO,PARTIDO NOVO,VEREADOR,MA,0.345794392523364,111,0.124610591900312,40,0.781931464174455,251,0.800623052959502,257,44658881.48,139124.241370717,312299.87048951,0.429906542056075,0.448598130841121,0.0124610591900312,43.6510903426791,321
NOVO,PARTIDO NOVO,VEREADOR,MG,0.347382732834806,511,0.101971447994562,150,0.467709041468389,688,0.476546566961251,701,337468541.43,229414.372148199,336459.163938185,0.527532290958532,0.314751869476547,0.0156356220258328,46.2209381373215,1471
NOVO,PARTIDO NOVO,VEREADOR,MS,0.339449541284404,37,0.100917431192661,11,0.385321100917431,42,0.431192660550459,47,17067423.34,156581.865504587,262575.743692308,0.559633027522936,0.311926605504587,0.018348623853211,45.6330275229358,109
NOVO,PARTIDO NOVO,VEREADOR,MT,0.358078602620087,82,0.109170305676856,25,0.602620087336245,138,0.620087336244541,142,65497998.72,286017.461659389,474623.179130435,0.480349344978166,0.40174672489083,0.00436681222707424,43.5720524017467,229
NOVO,PARTIDO NOVO,VEREADOR,PA,0.351351351351351,39,0.0540540540540541,6,0.837837837837838,93,0.846846846846847,94,11187728.94,100790.350810811,183405.392459016,0.423423423423423,0.468468468468468,0.00900900900900901,43.5765765765766,111
NOVO,PARTIDO NOVO,VEREADOR,PB,0.337349397590361,28,0.120481927710843,10,0.481927710843373,40,0.518072289156627,43,13063461.73,157391.105180723,303801.435581395,0.55421686746988,0.27710843373494,0.0,44.7831325301205,83
NOVO,PARTIDO NOVO,VEREADOR,PE,0.319767441860465,55,0.116279069767442,20,0.587209302325581,101,0.604651162790698,104,26128181.49,151908.031918605,263921.025151515,0.546511627906977,0.354651162790698,0.00581395348837209,45.0813953488372,172
NOVO,PARTIDO NOVO,VEREADOR,PI,0.333333333333333,6,0.0555555555555556,1,0.666666666666667,12,0.666666666666667,12,889147.88,49397.1044444444,98794.2088888889,0.444444444444444,0.444444444444444,0.0,39.6666666666667,18
NOVO,PARTIDO NOVO,VEREADOR,PR,0.344117647058824,234,0.0705882352941176,48,0.288235294117647,196,0.3,204,198024437.59,291212.408220588,433313.867811816,0.545588235294118,0.294117647058824,0.00735294117647059,47.1073529411765,680
NOVO,PARTIDO NOVO,VEREADOR,RJ,0.334494773519164,192,0.130662020905923,75,0.479094076655052,275,0.486062717770035,279,94377332.58,164420.440034843,345704.514945055,0.510452961672474,0.322299651567944,0.0139372822299652,48.4268292682927,574
NOVO,PARTIDO NOVO,VEREADOR,RN,0.357142857142857,5,0.0714285714285714,1,0.571428571428571,8,0.571428571428571,8,100050,7146.42857142857,11116.6666666667,0.285714285714286,0.642857142857143,0.0,41.8571428571429,14
NOVO,PARTIDO NOVO,VEREADOR,RO,0.320754716981132,34,0.0943396226415094,10,0.679245283018868,72,0.688679245283019,73,36532209.32,344643.484150943,589229.182580645,0.537735849056604,0.339622641509434,0.0,45.3396226415094,106
NOVO,PARTIDO NOVO,VEREADOR,RR,0.368421052631579,14,0.0789473684210526,3,0.789473684210526,30,0.868421052631579,33,2551241,67137.9210526316,141735.611111111,0.473684210526316,0.421052631578947,0.0526315789473684,45.0789473684211,38
NOVO,PARTIDO NOVO,VEREADOR,RS,0.379446640316206,96,0.0395256916996047,10,0.150197628458498,38,0.150197628458498,38,75319823.62,297706.812727273,448332.283452381,0.351778656126482,0.399209486166008,0.0355731225296443,47.1146245059289,253
NOVO,PARTIDO NOVO,VEREADOR,SC,0.371428571428571,143,0.0415584415584416,16,0.163636363636364,63,0.168831168831169,65,156742530.83,407123.456701299,546141.222404181,0.501298701298701,0.361038961038961,0.00519480519480519,43.5532467532468,385
NOVO,PARTIDO NOVO,VEREADOR,SE,0.310344827586207,9,0.137931034482759,4,0.724137931034483,21,0.724137931034483,21,10263019.12,353897.211034483,540158.901052632,0.379310344827586,0.551724137931034,0.0,46.6896551724138,29
NOVO,PARTIDO NOVO,VEREADOR,SP,0.347501864280388,466,0.0686055182699478,92,0.304250559284116,408,0.311707680835198,418,450462518.87,335915.375741984,495013.757,0.521252796420582,0.266219239373602,0.017151379567487,47.9492915734526,1341
NOVO,PARTIDO NOVO,VEREADOR,TO,0.411764705882353,14,0.0882352941176471,3,0.735294117647059,25,0.735294117647059,25,4091000,120323.529411765,240647.058823529,0.529411764705882,0.323529411764706,0.0,46.0294117647059,34
NOVO,PARTIDO NOVO,VICE-PREFEITO,AC,0.0,0,0.0,0,1.0,1,1.0,1,0,0.0,0,1.0,0.0,0.0,55.0,1
NOVO,PARTIDO NOVO,VICE-PREFEITO,AM,0.375,3,0.125,1,0.75,6,0.75,6,90726572.93,11340821.61625,30242190.9766667,0.625,0.25,0.0,47.125,8
NOVO,PARTIDO NOVO,VICE-PREFEITO,AP,1.0,1,0.0,0,0.0,0,0.0,0,140000,140000.0,140000.0,1.0,0.0,0.0,46.0,1
NOVO,PARTIDO NOVO,VICE-PREFEITO,BA,0.222222222222222,2,0.0,0,0.444444444444444,4,0.444444444444444,4,2067400,229711.111111111,295342.857142857,0.666666666666667,0.222222222222222,0.0,50.3333333333333,9
NOVO,PARTIDO NOVO,VICE-PREFEITO,CE,0.111111111111111,1,0.111111111111111,1,0.666666666666667,6,0.666666666666667,6,25113439.9,2790382.21111111,3587634.27142857,0.555555555555556,0.222222222222222,0.0,44.5555555555556,9
NOVO,PARTIDO NOVO,VICE-PREFEITO,ES,0.0,0,0.0,0,0.0,0,0.0,0,1450000,483333.333333333,725000.0,0.0,0.666666666666667,0.0,39.3333333333333,3
