SG_PARTIDO,NM_PARTIDO,DS_CARGO,SG_UF,txGenFeminino,totalGenFeminino,txCorRacaPreta,totalCorRacaPreta,txCorRacaPretaParda,totalCorRacaPretaParda,txCorRacaNaoBranca,totalCorRacaNaoBranca,totalBens,avgBens,avgBensNotZero,txEstadoCivilCasado,txEstadoCivilSolteiro,txEstadoCivilSeparadoDivorciado,avgIdade,totalCandidaturas
AGIR,AGIR,GERAL,BR,0.341580098414434,2499,0.138737014762165,1015,0.597867687260798,4374,0.612083105522143,4478,2552211493.23,348853.402573811,653742.697955943,0.48141060688901,0.387916894477857,0.00669764898851832,47.2635319846911,7316
AVANTE,AVANTE,GERAL,BR,0.335856427786595,5502,0.131241606641436,2150,0.60542058356733,9918,0.623245025027469,10210,3423844788.42,209000.414382859,349800.24339906,0.481443047246978,0.396899035526798,0.00659260163594189,46.8597851300208,16382
CIDADANIA,CIDADANIA,GERAL,BR,0.364150181671377,1804,0.124949535728704,619,0.528663706096084,2619,0.547840129188535,2714,845410660.62,170652.131735971,285515.251813576,0.49232943076302,0.374646750100929,0.011707710940654,47.5353249899071,4954
DC,DEMOCRACIA CRISTÃ,GERAL,BR,0.338054099985838,2387,0.132275881603172,934,0.578954822263136,4088,0.596516074210452,4212,1390691195.92,196953.858648917,374647.412421875,0.503469763489591,0.365528961903413,0.00708114997875655,47.5482226313553,7061
MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,GERAL,BR,0.334550651000318,14749,0.0942022410742639,4153,0.492129020550742,21696,0.507167808374541,22359,24461513475681.6,554858990.964969,805370344.571456,0.526607086149798,0.351676269110375,0.00832463820714059,47.7614889080434,44086
MOBILIZA,MOBILIZAÇÃO NACIONAL,GERAL,BR,0.333180987202925,2187,0.141986593540524,932,0.600243753808653,3940,0.614868982327849,4036,962278587.68,146599.4192078,267894.929198218,0.483394271785497,0.390006093845216,0.00700792199878123,46.8281535648995,6564
NOVO,PARTIDO NOVO,GERAL,BR,0.34037465125548,2562,0.0843629600106284,635,0.44121163810283,3321,0.452371462734157,3405,2549318472.37,338689.846203002,540109.845841102,0.520791816128604,0.322439218812276,0.0126212302378105,46.2880297595323,7527
PC do B,PARTIDO COMUNISTA DO BRASIL,GERAL,BR,0.406677265500795,1279,0.210492845786963,662,0.719554848966614,2263,0.739268680445151,2325,727639220.77,231363.82218442,389737.129164435,0.406995230524642,0.487122416534181,0.00540540540540541,46.9449920508744,3145
PCB,PARTIDO COMUNISTA BRASILEIRO,GERAL,BR,0.314285714285714,11,0.342857142857143,12,0.514285714285714,18,0.542857142857143,19,7010154.02,200290.114857143,292089.750833333,0.171428571428571,0.657142857142857,0.0285714285714286,47.2285714285714,35
PCO,PARTIDO DA CAUSA OPERÁRIA,GERAL,BR,0.348837209302326,60,0.215116279069767,37,0.488372093023256,84,0.593023255813954,102,11337214.94,65914.0403488372,263656.161395349,0.174418604651163,0.709302325581395,0.0,45.5639534883721,172
PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,GERAL,BR,0.342041499625534,7764,0.117582272346799,2669,0.533283404555267,12105,0.553328340455527,12560,7385194024.1,325353.276536411,530965.131840535,0.471826952729195,0.396933785629323,0.00982422133133618,47.4438962068814,22699
PL,PARTIDO LIBERAL,GERAL,BR,0.332680470061556,11890,0.0757974258533856,2709,0.43164521544488,15427,0.443508673754896,15851,24811567356.04,694224.044656967,1001799.46518714,0.557862339115837,0.319809736989368,0.00789031897034135,47.0078063794068,35740
PMB,PARTIDO DA MULHER BRASILEIRA,GERAL,BR,0.347593582887701,1430,0.135391346621293,557,0.569275644141954,2342,0.601361205639281,2474,572441329.61,139144.708218279,279375.953094192,0.481040350024307,0.383811375789985,0.00850753524550316,47.7627613028683,4114
PODE,PODEMOS,GERAL,BR,0.340507726269316,8021,0.108762098828324,2562,0.523051451859399,12321,0.539183222958057,12701,5349007064.1,227076.204113602,367200.319971854,0.503183902190525,0.375997622686364,0.00687722873153337,46.6485396501953,23556
PP,PROGRESSISTAS,GERAL,BR,0.333114456005657,13190,0.0933427618951409,3696,0.483887261339529,19160,0.498686736033943,19746,9978740653.75,252013.856292302,373497.797190927,0.523436710778867,0.358091726437014,0.00800585917769472,47.0697545206587,39596
PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,GERAL,BR,0.337434926644581,5704,0.112103644107903,1895,0.543244202555608,9183,0.559216753431141,9453,3574151727.92,211438.223374349,355672.377938103,0.501656412683389,0.367960246095599,0.00763132986275438,47.1070752484619,16904
PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,GERAL,BR,0.34135409294645,1447,0.123849964614296,525,0.538334512856806,2282,0.554376032083038,2350,3626463223.77,855499.698931352,1564479.38902502,0.489738145789101,0.372021703231894,0.00896437839112998,47.9374852559566,4239
PSB,PARTIDO SOCIALISTA BRASILEIRO,GERAL,BR,0.342737801404974,9026,0.118929181697361,3132,0.563014999050693,14827,0.5800645528764,15276,5328070802.96,202318.9976442,329544.210680975,0.497778621606227,0.385152838427948,0.00740459464590849,47.1455857224226,26335
PSD,PARTIDO SOCIAL DEMOCRÁTICO,GERAL,BR,0.332944953653358,12859,0.104551809849309,4038,0.516337838537621,19942,0.528558852467506,20414,11531883792.04,298583.289110869,440333.108774676,0.524623271710424,0.360260991144943,0.00737921391952773,47.0721091605821,38622
PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,GERAL,BR,0.339333974623242,7408,0.0980257432091979,2140,0.493380972012276,10771,0.510329348174614,11141,5403760000.07,247526.911276167,377515.718541288,0.508955155512803,0.362099766387248,0.00971096147679905,47.6907150382484,21831
PSOL,PARTIDO SOCIALISMO E LIBERDADE,GERAL,BR,0.40381679389313,1587,0.283206106870229,1113,0.637913486005089,2507,0.674045801526718,2649,395254512.14,100573.667211196,205647.50855359,0.306615776081425,0.565139949109415,0.00559796437659033,46.5549618320611,3930
PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,GERAL,BR,0.389937106918239,62,0.308176100628931,49,0.559748427672956,89,0.578616352201258,92,18457809.94,116086.854968553,217150.705176471,0.383647798742138,0.490566037735849,0.00628930817610063,49.5094339622642,159
PT,PARTIDO DOS TRABALHADORES,GERAL,BR,0.358833999395507,10685,0.176209826376062,5247,0.573429156731706,17075,0.592705779628572,17649,7317370090.49,245738.99622158,374673.327360471,0.454377539711858,0.417604191154247,0.00916814991436343,48.6756221244585,29777
PV,PARTIDO VERDE,GERAL,BR,0.385957446808511,1814,0.131702127659574,619,0.565106382978723,2656,0.582765957446808,2739,1210997605.18,257659.064931915,438608.332049982,0.463191489361702,0.4,0.00957446808510638,47.2142553191489,4700
REDE,REDE SUSTENTABILIDADE,GERAL,BR,0.359061930783242,1577,0.177595628415301,780,0.615209471766849,2702,0.650956284153005,2859,588050651.17,133891.31401867,257127.525308264,0.427823315118397,0.446948998178506,0.00614754098360656,47.0145719489982,4392
REPUBLICANOS,REPUBLICANOS,GERAL,BR,0.33665273702617,11359,0.10974778459441,3703,0.539225274888118,18194,0.555229542692866,18734,9948793724.55,294857.702040544,462885.298529289,0.539521650217836,0.344625233395572,0.00672771998458848,46.5953587623366,33741
SOLIDARIEDADE,SOLIDARIEDADE,GERAL,BR,0.341143392689784,5096,0.134957825679475,2016,0.582072566608649,8695,0.59746954076851,8925,2238252089.28,149836.12861695,261661.455256021,0.488084080867586,0.389275672780827,0.00709599678671844,46.9307805596465,14938
UNIÃO,UNIÃO BRASIL,GERAL,BR,0.337809576224546,12276,0.0998624105668685,3629,0.531673087506879,19321,0.547055586130985,19880,19146417311.69,526868.940883049,796904.075031216,0.519950467804073,0.364171711612548,0.00809025866813429,46.8760319207485,36340
UP,UNIDADE POPULAR,GERAL,BR,0.527272727272727,58,0.327272727272727,36,0.554545454545455,61,0.563636363636364,62,5359812.04,48725.564,114038.554042553,0.118181818181818,0.845454545454545,0.0,36.0454545454545,110
AGIR,AGIR,GERAL,AC,0.347826086956522,8,0.260869565217391,6,0.739130434782609,17,0.739130434782609,17,1574000,68434.7826086956,224857.142857143,0.391304347826087,0.478260869565217,0.0,45.7826086956522,23
AGIR,AGIR,GERAL,AL,0.0,0,0.0,0,1.0,2,1.0,2,0,0.0,0,0.5,0.5,0.0,60.5,2
AGIR,AGIR,GERAL,AM,0.351145038167939,46,0.0229007633587786,3,0.83206106870229,109,0.854961832061069,112,18340442.38,140003.376946565,339637.821851852,0.389312977099237,0.580152671755725,0.0,44.7022900763359,131
AGIR,AGIR,GERAL,AP,0.2,1,0.0,0,1.0,5,1.0,5,655000,131000.0,131000.0,0.4,0.6,0.0,45.4,5
AGIR,AGIR,GERAL,BA,0.344887348353553,199,0.227036395147314,131,0.821490467937608,474,0.844020797227036,487,44585706.44,77271.5882842288,142902.90525641,0.38474870017331,0.519930675909879,0.00346620450606586,45.8058925476603,577
AGIR,AGIR,GERAL,CE,0.344961240310078,89,0.0736434108527132,19,0.713178294573643,184,0.720930232558139,186,15953808.6,61836.4674418605,132948.405,0.453488372093023,0.410852713178295,0.0116279069767442,46.5697674418605,258
AGIR,AGIR,GERAL,ES,0.320588235294118,109,0.164705882352941,56,0.55,187,0.561764705882353,191,47174243.93,138747.776264706,243166.205824742,0.532352941176471,0.288235294117647,0.00294117647058824,48.2529411764706,340
AGIR,AGIR,GERAL,GO,0.351796407185629,235,0.0973053892215569,65,0.675149700598802,451,0.696107784431138,465,1619376999.69,2424217.06540419,3959356.96745721,0.461077844311377,0.410179640718563,0.0029940119760479,47.375748502994,668
AGIR,AGIR,GERAL,MA,0.361233480176211,82,0.13215859030837,30,0.73568281938326,167,0.748898678414097,170,28784622.0,126804.502202643,271553.037735849,0.444933920704846,0.484581497797357,0.0176211453744493,45.3039647577093,227
AGIR,AGIR,GERAL,MG,0.333050847457627,393,0.163559322033898,193,0.586440677966102,692,0.594915254237288,702,223462731.86,189375.196491525,289459.497227979,0.478813559322034,0.372881355932203,0.00677966101694915,46.6186440677966,1180
AGIR,AGIR,GERAL,MS,0.0,0,0.0,0,1.0,2,1.0,2,3645000,1822500.0,1822500.0,0.5,0.0,0.0,51.5,2
AGIR,AGIR,GERAL,MT,0.327272727272727,36,0.136363636363636,15,0.781818181818182,86,0.8,88,41219978.69,374727.079,749454.158,0.445454545454545,0.381818181818182,0.00909090909090909,47.8363636363636,110
AGIR,AGIR,GERAL,PA,0.344594594594595,102,0.162162162162162,48,0.827702702702703,245,0.841216216216216,249,34308293.73,115906.397736486,265955.765348837,0.327702702702703,0.587837837837838,0.00675675675675676,44.2195945945946,296
AGIR,AGIR,GERAL,PB,0.327868852459016,20,0.114754098360656,7,0.655737704918033,40,0.655737704918033,40,7714689.87,126470.325737705,226902.643235294,0.540983606557377,0.229508196721311,0.0327868852459016,50.0491803278689,61
AGIR,AGIR,GERAL,PE,0.338192419825073,116,0.119533527696793,41,0.728862973760933,250,0.728862973760933,250,13020309.96,37960.0873469388,175950.134594595,0.495626822157434,0.443148688046647,0.0087463556851312,46.1486880466472,343
AGIR,AGIR,GERAL,PI,0.324324324324324,12,0.162162162162162,6,0.864864864864865,32,0.864864864864865,32,1614464.55,43634.177027027,89692.475,0.459459459459459,0.378378378378378,0.0,49.0,37
AGIR,AGIR,GERAL,PR,0.346,173,0.09,45,0.386,193,0.414,207,87092736.99,174185.47398,283689.697035831,0.574,0.282,0.01,49.998,500
AGIR,AGIR,GERAL,RJ,0.337110481586402,238,0.172804532577904,122,0.526912181303116,372,0.53257790368272,376,51864358.04,73462.2635127479,207457.43216,0.490084985835694,0.335694050991501,0.0056657223796034,48.4518413597734,706
AGIR,AGIR,GERAL,RO,0.350574712643678,61,0.0862068965517241,15,0.701149425287356,122,0.71264367816092,124,40145226.92,230719.694942529,299591.245671642,0.442528735632184,0.442528735632184,0.00574712643678161,45.7816091954023,174
AGIR,AGIR,GERAL,RS,0.32,16,0.14,7,0.24,12,0.26,13,5732040.76,114640.8152,159223.354444444,0.34,0.48,0.02,50.7,50
AGIR,AGIR,GERAL,SC,0.328767123287671,24,0.0684931506849315,5,0.219178082191781,16,0.219178082191781,16,8046861.71,110230.982328767,171209.823617021,0.547945205479452,0.383561643835616,0.0136986301369863,44.6712328767123,73
AGIR,AGIR,GERAL,SE,0.357142857142857,25,0.185714285714286,13,0.8,56,0.814285714285714,57,8859880.27,126569.718142857,253139.436285714,0.414285714285714,0.414285714285714,0.0142857142857143,45.4142857142857,70
AGIR,AGIR,GERAL,SP,0.348082595870207,472,0.12094395280236,164,0.411504424778761,558,0.429941002949852,583,221391247.68,163267.881769912,307487.843430556,0.536873156342183,0.32669616519174,0.00589970501474926,48.5678466076696,1356
AGIR,AGIR,GERAL,TO,0.330708661417323,42,0.188976377952756,24,0.803149606299213,102,0.818897637795276,104,27648849.16,217707.473700787,329152.966190476,0.582677165354331,0.346456692913386,0.0,43.9133858267717,127
AVANTE,AVANTE,GERAL,AL,0.297297297297297,11,0.243243243243243,9,0.621621621621622,23,0.621621621621622,23,2911511.19,78689.4916216216,161750.621666667,0.594594594594595,0.351351351351351,0.0,45.1351351351351,37
AVANTE,AVANTE,GERAL,AM,0.334862385321101,146,0.0596330275229358,26,0.827981651376147,361,0.885321100917431,386,60386825.09,138501.892408257,394685.13130719,0.353211009174312,0.614678899082569,0.0,44.0252293577982,436
AVANTE,AVANTE,GERAL,AP,0.0,0,0.0,0,1.0,2,1.0,2,0,0.0,0,0.0,1.0,0.0,46.5,2
AVANTE,AVANTE,GERAL,BA,0.328821393199076,996,0.196434466820733,595,0.807197094750743,2445,0.819742489270386,2483,1037403478.86,342490.418903929,548890.729550265,0.42984483327831,0.484318256850446,0.00198085176625949,45.8524265434137,3029
AVANTE,AVANTE,GERAL,CE,0.371428571428571,78,0.0666666666666667,14,0.59047619047619,124,0.59047619047619,124,19014959.12,90547.4243809524,145152.359694657,0.419047619047619,0.452380952380952,0.00952380952380952,45.6047619047619,210
AVANTE,AVANTE,GERAL,ES,0.3125,20,0.28125,18,0.703125,45,0.703125,45,28347832.15,442934.87734375,944927.738333333,0.625,0.265625,0.0,49.375,64
AVANTE,AVANTE,GERAL,GO,0.338056680161943,167,0.121457489878543,60,0.676113360323887,334,0.692307692307692,342,90120611.07,182430.386781376,302418.15795302,0.497975708502024,0.364372469635628,0.0,46.1295546558704,494
AVANTE,AVANTE,GERAL,MA,0.347569955817378,236,0.107511045655376,73,0.796759941089838,541,0.832106038291605,565,56905817.51,83808.2732106038,158954.797513966,0.406480117820324,0.515463917525773,0.00294550810014728,45.4094256259205,679
AVANTE,AVANTE,GERAL,MG,0.33356659668766,1430,0.134359692092372,576,0.583391649171915,2501,0.593188710053651,2543,885232807.14,206492.373953814,288255.552959948,0.518311173314672,0.351061348262188,0.0104968509447166,47.3286680662468,4287
AVANTE,AVANTE,GERAL,MS,0.341880341880342,40,0.0598290598290598,7,0.547008547008547,64,0.572649572649573,67,41138542.37,351611.473247863,614008.095074627,0.564102564102564,0.307692307692308,0.0170940170940171,47.974358974359,117
AVANTE,AVANTE,GERAL,PA,0.342364532019704,278,0.110837438423645,90,0.83743842364532,680,0.847290640394089,688,267939210.96,329974.39773399,576213.356903226,0.421182266009852,0.502463054187192,0.00369458128078818,44.5332512315271,812
AVANTE,AVANTE,GERAL,PB,0.331914893617021,78,0.0936170212765957,22,0.68936170212766,162,0.71063829787234,167,25628070.36,109055.618553191,210066.150491803,0.523404255319149,0.34468085106383,0.00425531914893617,46.0510638297872,235
AVANTE,AVANTE,GERAL,PE,0.331781140861467,285,0.115250291036088,99,0.658905704307334,566,0.681024447031432,585,75275777.71,87631.8716065192,173847.059376443,0.537834691501746,0.355064027939465,0.00116414435389988,46.523864959255,859
AVANTE,AVANTE,GERAL,PI,0.3,24,0.0875,7,0.75,60,0.75,60,31434520.29,392931.503625,849581.629459459,0.4,0.4125,0.0,48.6625,80
AVANTE,AVANTE,GERAL,PR,0.337062937062937,241,0.0713286713286713,51,0.286713286713287,205,0.299300699300699,214,160441188.52,224393.270657343,355745.429090909,0.546853146853147,0.327272727272727,0.0111888111888112,47.3888111888112,715
AVANTE,AVANTE,GERAL,RJ,0.3344,209,0.1968,123,0.5856,366,0.5904,369,54561523.77,87298.438032,229250.09987395,0.5136,0.3456,0.0032,48.84,625
AVANTE,AVANTE,GERAL,RN,0.32512315270936,66,0.133004926108374,27,0.724137931034483,147,0.724137931034483,147,29583092.54,145729.519901478,248597.416302521,0.428571428571429,0.438423645320197,0.0,44.9507389162562,203
AVANTE,AVANTE,GERAL,RO,0.326315789473684,31,0.136842105263158,13,0.736842105263158,70,0.789473684210526,75,31155382.22,327951.391789474,426786.057808219,0.526315789473684,0.410526315789474,0.0,45.1578947368421,95
AVANTE,AVANTE,GERAL,RR,0.4,4,0.0,0,0.6,6,0.9,9,2386000,238600.0,340857.142857143,0.2,0.8,0.0,45.7,10
AVANTE,AVANTE,GERAL,RS,0.375886524822695,53,0.106382978723404,15,0.212765957446809,30,0.212765957446809,30,13355662.47,94721.0104255319,202358.522272727,0.304964539007092,0.567375886524823,0.0141843971631206,48.2340425531915,141
AVANTE,AVANTE,GERAL,SC,0.357954545454545,63,0.0511363636363636,9,0.215909090909091,38,0.221590909090909,39,25732430.56,146206.991818182,299214.308837209,0.443181818181818,0.346590909090909,0.0340909090909091,46.4886363636364,176
AVANTE,AVANTE,GERAL,SE,0.371681415929204,42,0.185840707964602,21,0.743362831858407,84,0.761061946902655,86,9432972.47,83477.6324778761,230072.499268293,0.353982300884956,0.469026548672566,0.0,48.2743362831858,113
AVANTE,AVANTE,GERAL,SP,0.338907849829352,993,0.0982935153583618,288,0.353924914675768,1037,0.387030716723549,1134,466051729.05,159062.023566553,289833.164197761,0.507508532423208,0.32320819112628,0.00955631399317406,48.4307167235495,2930
AVANTE,AVANTE,GERAL,TO,0.333333333333333,11,0.212121212121212,7,0.818181818181818,27,0.818181818181818,27,9404843,284995.242424242,361724.730769231,0.393939393939394,0.454545454545455,0.0,44.9393939393939,33
CIDADANIA,CIDADANIA,GERAL,AC,0.375,6,0.1875,3,0.625,10,0.75,12,1921600,120100.0,320266.666666667,0.5,0.375,0.0,46.0625,16
CIDADANIA,CIDADANIA,GERAL,AL,0.293103448275862,17,0.103448275862069,6,0.827586206896552,48,0.827586206896552,48,5394500,93008.6206896552,199796.296296296,0.53448275862069,0.327586206896552,0.0,44.2758620689655,58
CIDADANIA,CIDADANIA,GERAL,AM,0.36,36,0.03,3,0.81,81,0.84,84,13110320.03,131103.2003,336162.052051282,0.28,0.66,0.01,43.05,100
CIDADANIA,CIDADANIA,GERAL,AP,0.272727272727273,3,0.272727272727273,3,0.909090909090909,10,0.909090909090909,10,140000,12727.2727272727,140000.0,0.181818181818182,0.818181818181818,0.0,37.3636363636364,11
CIDADANIA,CIDADANIA,GERAL,BA,0.371428571428571,78,0.29047619047619,61,0.866666666666667,182,0.880952380952381,185,22316249.52,106267.854857143,185968.746,0.476190476190476,0.433333333333333,0.0,46.0666666666667,210
CIDADANIA,CIDADANIA,GERAL,CE,0.328125,21,0.109375,7,0.765625,49,0.765625,49,4505323.94,70395.6865625,160904.426428571,0.40625,0.421875,0.015625,46.671875,64
CIDADANIA,CIDADANIA,GERAL,ES,0.333333333333333,7,0.19047619047619,4,0.523809523809524,11,0.523809523809524,11,2549671.59,121412.932857143,169978.106,0.523809523809524,0.333333333333333,0.0,48.4761904761905,21
CIDADANIA,CIDADANIA,GERAL,GO,0.389380530973451,44,0.123893805309735,14,0.769911504424779,87,0.769911504424779,87,34507149.43,305373.00380531,522835.597424242,0.486725663716814,0.389380530973451,0.0,47.2654867256637,113
CIDADANIA,CIDADANIA,GERAL,MA,0.456521739130435,105,0.165217391304348,38,0.78695652173913,181,0.791304347826087,182,23037579.65,100163.389782609,245080.634574468,0.373913043478261,0.552173913043478,0.0130434782608696,45.2608695652174,230
CIDADANIA,CIDADANIA,GERAL,MG,0.347863247863248,407,0.141880341880342,166,0.611111111111111,715,0.623076923076923,729,234376632.6,200321.908205128,297055.301140684,0.514529914529914,0.343589743589744,0.0111111111111111,47.4111111111111,1170
CIDADANIA,CIDADANIA,GERAL,MS,0.411764705882353,7,0.0,0,0.411764705882353,7,0.411764705882353,7,3794357.41,223197.494705882,291873.646923077,0.588235294117647,0.294117647058824,0.0,45.9411764705882,17
CIDADANIA,CIDADANIA,GERAL,MT,0.439393939393939,29,0.136363636363636,9,0.439393939393939,29,0.515151515151515,34,23306217.99,353124.515,506656.912826087,0.590909090909091,0.333333333333333,0.0,47.6515151515151,66
CIDADANIA,CIDADANIA,GERAL,PA,0.377551020408163,74,0.147959183673469,29,0.86734693877551,170,0.908163265306122,178,15841840.82,80825.7184693877,166756.219157895,0.290816326530612,0.637755102040816,0.0153061224489796,44.6887755102041,196
CIDADANIA,CIDADANIA,GERAL,PB,0.5,1,0.0,0,0.5,1,0.5,1,508903.76,254451.88,508903.76,0.0,0.0,0.0,39.0,2
CIDADANIA,CIDADANIA,GERAL,PE,0.4,8,0.05,1,0.6,12,0.6,12,219000,10950.0,54750.0,0.35,0.4,0.0,46.2,20
CIDADANIA,CIDADANIA,GERAL,PI,0.36734693877551,18,0.122448979591837,6,0.938775510204082,46,0.938775510204082,46,4731235.72,96555.8310204082,163146.059310345,0.469387755102041,0.469387755102041,0.0,46.7551020408163,49
CIDADANIA,CIDADANIA,GERAL,PR,0.347619047619048,219,0.0746031746031746,47,0.336507936507937,212,0.347619047619048,219,119121650.65,189081.98515873,304658.953069054,0.541269841269841,0.303174603174603,0.0126984126984127,48.4761904761905,630
CIDADANIA,CIDADANIA,GERAL,RJ,0.326612903225806,162,0.157258064516129,78,0.518145161290323,257,0.528225806451613,262,65481379.64,132018.910564516,270584.21338843,0.544354838709677,0.320564516129032,0.00806451612903226,48.2560483870968,496
CIDADANIA,CIDADANIA,GERAL,RN,0.413793103448276,12,0.137931034482759,4,0.517241379310345,15,0.655172413793103,19,2720200,93800.0,247290.909090909,0.517241379310345,0.379310344827586,0.0,46.3103448275862,29
CIDADANIA,CIDADANIA,GERAL,RO,0.354838709677419,11,0.193548387096774,6,0.483870967741935,15,0.516129032258065,16,9196011.82,296645.542580645,540941.871764706,0.548387096774194,0.387096774193548,0.0,48.8064516129032,31
CIDADANIA,CIDADANIA,GERAL,RR,0.409090909090909,9,0.0909090909090909,2,0.5,11,0.954545454545455,21,1098749.89,49943.1768181818,183124.981666667,0.227272727272727,0.727272727272727,0.0,40.5454545454545,22
CIDADANIA,CIDADANIA,GERAL,RS,0.407801418439716,115,0.0851063829787234,24,0.180851063829787,51,0.184397163120567,52,61009787.13,216346.76287234,299067.583970588,0.382978723404255,0.457446808510638,0.0319148936170213,48.8014184397163,282
CIDADANIA,CIDADANIA,GERAL,SC,0.408695652173913,47,0.0521739130434783,6,0.182608695652174,21,0.234782608695652,27,27052932.93,235242.895043478,307419.692386364,0.573913043478261,0.269565217391304,0.0260869565217391,46.8173913043478,115
CIDADANIA,CIDADANIA,GERAL,SE,0.352112676056338,50,0.119718309859155,17,0.73943661971831,105,0.76056338028169,108,12038554.23,84778.550915493,135264.654269663,0.450704225352113,0.457746478873239,0.0140845070422535,44.2887323943662,142
CIDADANIA,CIDADANIA,GERAL,SP,0.366589327146172,316,0.0986078886310905,85,0.338747099767981,292,0.364269141531323,314,157410811.87,182611.150661253,292042.32257885,0.541763341067285,0.301624129930394,0.0127610208816705,49.6937354988399,862
CIDADANIA,CIDADANIA,GERAL,TO,1.0,2,0.0,0,0.5,1,0.5,1,20000,10000.0,20000.0,0.5,0.5,0.0,48.0,2
DC,DEMOCRACIA CRISTÃ,GERAL,AC,0.357142857142857,5,0.0714285714285714,1,1.0,14,1.0,14,350000,25000.0,350000.0,0.142857142857143,0.785714285714286,0.0,51.0714285714286,14
DC,DEMOCRACIA CRISTÃ,GERAL,AL,0.384615384615385,5,0.0769230769230769,1,0.538461538461538,7,0.538461538461538,7,3001417.87,230878.297692308,500236.311666667,0.461538461538462,0.461538461538462,0.0,53.3846153846154,13
DC,DEMOCRACIA CRISTÃ,GERAL,AM,0.3515625,90,0.03125,8,0.859375,220,0.90234375,231,19424960.86,75878.753359375,184999.627238095,0.3046875,0.65234375,0.0078125,43.66015625,256
DC,DEMOCRACIA CRISTÃ,GERAL,BA,0.327586206896552,171,0.277777777777778,145,0.862068965517241,450,0.888888888888889,464,101874997.85,195162.831130268,331840.383876222,0.434865900383142,0.482758620689655,0.00383141762452107,47.5019157088123,522
DC,DEMOCRACIA CRISTÃ,GERAL,CE,0.351851851851852,95,0.0777777777777778,21,0.688888888888889,186,0.7,189,32260716.04,119484.133481481,216514.872751678,0.574074074074074,0.325925925925926,0.0,46.7592592592593,270
DC,DEMOCRACIA CRISTÃ,GERAL,ES,0.335714285714286,141,0.123809523809524,52,0.6,252,0.614285714285714,258,72527404.73,172684.29697619,312618.123836207,0.571428571428571,0.271428571428571,0.00476190476190476,48.5119047619048,420
DC,DEMOCRACIA CRISTÃ,GERAL,GO,0.34624145785877,152,0.0865603644646925,38,0.644646924829157,283,0.685649202733485,301,99913754.63,227593.974100228,419805.691722689,0.476082004555809,0.364464692482916,0.00911161731207289,46.1981776765376,439
DC,DEMOCRACIA CRISTÃ,GERAL,MA,0.32996632996633,98,0.111111111111111,33,0.754208754208754,224,0.777777777777778,231,36237630.87,122012.225151515,246514.495714286,0.444444444444444,0.461279461279461,0.00673400673400673,47.1986531986532,297
DC,DEMOCRACIA CRISTÃ,GERAL,MG,0.333333333333333,239,0.188284518828452,135,0.647140864714086,464,0.652719665271967,468,103947136.32,144975.085523013,232024.857857143,0.482566248256625,0.375174337517434,0.00836820083682008,47.1073919107392,717
DC,DEMOCRACIA CRISTÃ,GERAL,MS,0.3828125,49,0.109375,14,0.5,64,0.5625,72,13540272.65,105783.380078125,260389.858653846,0.453125,0.375,0.0078125,48.390625,128
DC,DEMOCRACIA CRISTÃ,GERAL,MT,0.331707317073171,68,0.136585365853659,28,0.658536585365854,135,0.673170731707317,138,44880506.25,218929.298780488,347910.901162791,0.502439024390244,0.35609756097561,0.0,47.2731707317073,205
DC,DEMOCRACIA CRISTÃ,GERAL,PA,0.339041095890411,99,0.143835616438356,42,0.845890410958904,247,0.845890410958904,247,25016407.64,85672.6289041096,176171.884788732,0.383561643835616,0.534246575342466,0.00342465753424658,46.0684931506849,292
DC,DEMOCRACIA CRISTÃ,GERAL,PB,0.333333333333333,19,0.175438596491228,10,0.56140350877193,32,0.56140350877193,32,7794213.37,136740.585438596,389710.6685,0.385964912280702,0.473684210526316,0.0,48.1578947368421,57
DC,DEMOCRACIA CRISTÃ,GERAL,PE,0.33448275862069,97,0.141379310344828,41,0.648275862068965,188,0.675862068965517,196,18664934.79,64361.8441034483,242401.75051948,0.468965517241379,0.410344827586207,0.00689655172413793,48.0689655172414,290
DC,DEMOCRACIA CRISTÃ,GERAL,PI,0.375,18,0.0833333333333333,4,0.833333333333333,40,0.833333333333333,40,4260017.76,88750.37,121714.793142857,0.541666666666667,0.354166666666667,0.0,48.6458333333333,48
DC,DEMOCRACIA CRISTÃ,GERAL,PR,0.334277620396601,118,0.0594900849858357,21,0.294617563739377,104,0.311614730878187,110,68307358.14,193505.263852691,331589.117184466,0.614730878186969,0.240793201133144,0.0198300283286119,49.4390934844193,353
DC,DEMOCRACIA CRISTÃ,GERAL,RJ,0.329566854990584,175,0.19774011299435,105,0.549905838041431,292,0.553672316384181,294,58345697.08,109878.902222222,264007.679095023,0.52165725047081,0.32015065913371,0.00753295668549906,48.7664783427495,531
DC,DEMOCRACIA CRISTÃ,GERAL,RN,0.328571428571429,23,0.171428571428571,12,0.6,42,0.6,42,4432525.3,63321.79,116645.402631579,0.457142857142857,0.457142857142857,0.0,45.9857142857143,70
